fullname,address,code,name_province,cid_province,name_city,cid_city,phone_seal,phone_service,lat,lng,region
广汽埃安江门蓬江江海万达展示中心,江门市江海区金瓯路198号4栋江门江海万达广场室内步行街1F层1060号商铺,GDJ3000-2,广东省,440000,江门市,440700,,,22.560265,113.122125,华南一区
广汽埃安江门江海台山万达展示中心,江门市台山市凤凰大道与陈宜禧路交汇处东南侧（台山万达）,GDJ3100-2,广东省,440000,江门市,440700,,,22.235041,112.820178,华南一区
广汽埃安湛江麻章粤西展示中心,湛江市麻章区瑞云北路101号粤西国际车城2号商铺,GDG3000-1,广东省,440000,湛江市,440800,‭0759-3353388‬,0759-3279110,21.297788,110.322934,华南一区
广汽埃安湛江海田体验中心,广东省湛江市赤坎区东盛路7号湛江海田国际车城S17-9商铺,GDG3100,广东省,440000,湛江市,440800,0759-2729939	,0759-3107888	,21.276720,110.365550,华南一区
广汽埃安湛江麻章体验中心,湛江市麻章区瑞云南路6号,GDG3000,广东省,440000,湛江市,440800,,,21.257331,110.351631,华南一区
广汽埃安茂名印象汇展示中心,茂名市茂南区西粤中路8号（印象汇文化广场）,GDK3100-1,广东省,440000,茂名市,440900,,,21.666483,110.949210,华南二区
广汽埃安茂名小悦体验中心,茂名市茂南区茂名大道新世纪学校斜对面,GDK3100,广东省,440000,茂名市,440900,0668-2391268,0668-2921268,21.653449,110.954301,华南一区
广汽埃安茂名小悦茂水展示中心,茂名市茂南开发区工业区茂水路239号,GDK3100-2,广东省,440000,茂名市,440900,,,21.633251,110.921976,华南一区
广汽埃安茂名茂南茂水体验中心,茂名市茂南开发区工业加工区（茂水路239号大院）2号楼103室,GDK0100,广东省,440000,茂名市,440900,0668-3332693,0668-2851036,21.633251,110.921976,华南一区
广汽埃安茂名电白排河体验中心,茂名市茂南区茂名大道排河路口广物汽车城埃安店,GDK0200,广东省,440000,茂名市,440900,3939788,2088813,21.619201,110.967937,华南一区
广汽埃安肇庆大洲体验中心,肇庆市端州区太和北路1号太和公馆E幢首层第1卡,GDH0200,广东省,440000,肇庆市,441200,0758-2288999,0758-2288999,23.080400,112.439067,华南一区
广汽埃安肇庆端州体验中心,肇庆市端州区114区肇庆大道南侧之三,GDH0100,广东省,440000,肇庆市,441200,0758-2108099,0758-2322980,23.100315,112.498997,华南一区
广汽埃安惠州惠博体验中心,惠州市惠博大道金山汽车城二街20号B,GDL0200,广东省,440000,惠州市,441300,0752-2534588,0752-2534576,23.137983,114.404632,华南二区
广汽埃安惠州江北体验中心,惠州市惠城区江北60号小区钢铁结构房2号,GDL0500,广东省,440000,惠州市,441300,0752-2818399,0752-2818622,23.115848,114.421147,华南二区
广汽埃安惠州惠南仲恺展示中心,惠州市仲恺高新区仲恺汽车城内B8铺位,GDL0400-2,广东省,440000,惠州市,441300,,,23.016381,114.337974,华南二区
广汽埃安惠州水口体验中心,惠州市惠城区水口镇龙湖商业街 52 号(水口新能源汽车大市场 A 栋),GDL0600,广东省,440000,惠州市,441300,0752-2286866,18927332856,23.105306,114.449188,华南二区
广汽埃安惠州惠博汇乐城展示中心,惠州市惠城区惠州市惠城区三环东路汇乐城购物中心L121-L122商铺（汇乐城）,GDL0200-1,广东省,440000,惠州市,441300,,,23.102926,114.454542,华南二区
广汽埃安惠州惠南体验中心,惠州市惠南大道福长岭丽群汽车城1号,GDL0400,广东省,440000,惠州市,441300,0752-2787838,0752-2277256,23.007642,114.447138,华南二区
广汽埃安惠州惠阳体验中心,惠州市惠阳区淡水金秋路4号,GDL0300,广东省,440000,惠州市,441300,0752-3768889,0752-3768399,22.874979,114.480978,华南二区
广汽埃安梅州环市西路五华展示中心,梅州市五华县水寨镇水寨大道新水安路（长安加油站南侧）,GDM0100-3,广东省,440000,梅州市,441400,,,23.923859,115.767530,华南二区
广汽埃安梅州环市西路体验中心,梅州市梅江区西郊办黄塘村联合中学路口往南60米,GDM0100,广东省,440000,梅州市,441400,0753-2315888,0753-2315888,24.317750,116.095773,华南二区
广汽埃安梅州梅江展示中心,梅州市梅江区梅塘东路45号,GDM3000,广东省,440000,梅州市,441400,0753-2332230,0753-2331111,24.271631,116.111182,华南二区
广汽埃安梅州环市西路东山新天地展示中心,梅州市梅江区东山教育基地学海路东山新天地G层,GDM0100-2,广东省,440000,梅州市,441400,,,24.302442,116.145843,华南二区
广汽埃安梅州环市西路万达展示中心,梅州市金燕大道万达广场一楼1037铺（万达广场）,GDM0100-1,广东省,440000,梅州市,441400,,,24.277643,116.142183,华南二区
广汽埃安汕尾城区海丰天虹展示中心,汕尾市海丰县宏通路与228国道交叉口西北100米（海丰天虹）,GDN0100-1,广东省,440000,汕尾市,441500,,,22.961827,115.354462,华南二区
广汽埃安汕尾城区体验中心,汕尾市城区红草镇埔边村海汕公路南侧场地,GDN0100,广东省,440000,汕尾市,441500,0660-3446666,0660-3216999,22.831327,115.375385,华南二区
广汽埃安河源万达展示中心,河源市东源县广场大道万达商业广场步行街1F层,GDP3000-1,广东省,440000,河源市,441600,,,23.778700,114.738800,华南二区
广汽埃安河源源城体验中心,河源市源城区明珠开发区河源大道西创业三路南-5（广汽埃安河源源城体验中心）,GDP3000,广东省,440000,河源市,441600,0762-3361111,0762-3361666,23.695840,114.684820,华南二区
广汽埃安河源江东体验中心,广东省河源市江东新区超然汽车城入口右侧,GDP0100,广东省,440000,河源市,441600,0762-3115838,0762-3179838,23.701350,114.721695,华南二区
广汽埃安阳江城南新城时代展示中心,阳江市江城区新江北路与创业路交叉口（新达城时代广场）,GDQ0100-1,广东省,440000,阳江市,441700,,,21.875270,111.947919,华南一区
广汽埃安阳江江城体验中心,阳江市漠江中路广银汽车城a一栋,GDQ3000,广东省,440000,阳江市,441700,,,21.866480,111.946401,华南一区
广汽埃安阳江江城盈信展示中心,阳江市江城区东风三路88号盈信广场商业中心1层126号铺之1017号,GDQ3000-1,广东省,440000,阳江市,441700,0662-2228222,0662-3232999,21.869422,112.001278,华南一区
广汽埃安阳江城南体验中心,阳江市江城区高凉路南侧（广汽丰田阳江溢源城南右侧）,GDQ0100,广东省,440000,阳江市,441700,0662-2236888,0662-2888338,21.850454,112.003967,华南一区
广汽埃安清远清新北站体验中心,清远市清新区太和镇清新大道29号清远市城北汽车客运站客运大楼首层104办公室,GDR0100,广东省,440000,清远市,441800,0763-5206886,0763-5206899,23.729037,113.009443,华南二区
广汽埃安清远清城体验中心,广东省清远市清城区广清大道横荷众合力汽车城内A01号,GDR3000,广东省,440000,清远市,441800,0763-3538333,0763-3532333,23.660039,113.065947,华南二区
广汽埃安东莞高埗大广体验中心,广东省东莞市高埗镇高昌路8号111室,GDS0600,广东省,440000,东莞市,441900,15818447383,0769-89601990,23.100000,113.720000,华南一区
广汽埃安东莞万江体验中心,广东省东莞市万江街道泰新路29号101室,GDS0110,广东省,440000,东莞市,441900,0769-22705666,0769-22709198,23.045829,113.722152,华南二区
广汽埃安东莞南城体验中心,广东省东莞市南城街道周溪路1号101室,GDS0900,广东省,440000,东莞市,441900,0769-86228808,0769-86228809,22.998525,113.723528,华南二区
广汽埃安东莞厚街体验中心,东莞市厚街镇莞太路厚街段162号,GDS0200,广东省,440000,东莞市,441900,18575371195,18770818791,22.972812,113.704633,华南二区
广汽埃安东莞厚街蜂汇广场展示中心,东莞市南城区宏二路1号（蜂汇广场）,GDS0200-2,广东省,440000,东莞市,441900,,,22.988404,113.728293,华南二区
广汽埃安东莞石排体验中心,广东省东莞市石排镇石排大道西103号103室,GDS0500,广东省,440000,东莞市,441900,0769-86999988,0769-86999988,23.103637,113.892391,华南二区
广汽埃安东莞莞樟体验中心,东莞市寮步镇莞樟路和环城路交界志诚车行内广汽埃安东莞寮步莞樟体验中心,GDS0120,广东省,440000,东莞市,441900,0769-82222707,0769-82222701,23.027367,113.809686,华南二区
广汽埃安东莞东城体验中心,东莞市东城街道莞长路63号埃安体验中心,GDS0800,广东省,440000,东莞市,441900,0769-22289898,0769-22289898,22.988749,113.780516,华南二区
广汽埃安东莞虎门体验中心,广东省东莞市莞太路厚街段676号骏业大厦1楼,GDS0400,广东省,440000,东莞市,441900,0769-82689388,0769-82689388,22.882202,113.667693,华南二区
广汽埃安东莞寮步体验中心,东莞市寮步镇国际汽车城（香市路38号101室）,GDS0100,广东省,440000,东莞市,441900,0769-38807668,0769-38807668,23.009470,113.858482,华南二区
广汽埃安东莞虎门天虹展示中心,东莞市连升中路虎门天虹购物中心,GDS0400-1,广东省,440000,东莞市,441900,,,22.814921,113.693615,华南二区
广汽埃安东莞寮步南城展示中心,东莞市南城区南城街道周溪路1号101室,GDS0100-1,广东省,440000,东莞市,441900,0769-38807668,,22.590000,113.420000,华南二区
广汽埃安东莞常朗大岭山展示中心,东莞市大岭山镇莲峰新路6号越秀龙光智谷一层,GDS3000-4,广东省,440000,东莞市,441900,,,22.893783,113.846548,华南二区
广汽埃安东莞常朗体验中心,东莞市常平镇常朗路158号,GDS3000,广东省,440000,东莞市,441900,15015487070,13318727039,22.957161,113.958354,华南二区
广汽埃安东莞常平天虹展示中心,东莞市常平镇振兴路天虹购物中心一楼中庭,GDS0300-1,广东省,440000,东莞市,441900,13690192007,,22.970000,113.990000,华南二区
广汽埃安东莞常朗大朗展示中心,东莞市大朗镇富民中路613号,GDS3000-3,广东省,440000,东莞市,441900,,,22.928312,113.948631,华南二区
广汽埃安东莞长安体验中心,广东省东莞市长安镇长安振安东路1103号3号楼109室,GDS0300,广东省,440000,东莞市,441900,0769-81582012,18107592972,22.806287,113.829318,华南二区
广汽埃安东莞寮步塘厦展示中心,东莞市塘厦镇林村林东二路9号101室,GDS0100-3,广东省,440000,东莞市,441900,,,22.840553,114.100850,华南二区
广汽埃安东莞塘厦体验中心,广东省东莞市塘厦镇林村林东二路9号102室,GDS0700,广东省,440000,东莞市,441900,0769-21996018,0769-21996018,22.842590,114.103390,华南二区
广汽埃安东莞寮步万科展示中心,东城西路与旗峰路交汇处（万科城市广场）,GDS0100-2,广东省,440000,东莞市,441900,,,40.075589,116.317721,华南二区
广汽埃安中山小榄百汇展示中心,中山市小榄镇北秀路43号（百汇时代广场）,GDT3000-1,广东省,440000,中山市,442000,,,22.688097,113.224936,华南一区
广汽埃安中山小榄菊城展示中心,中山市小榄镇菊城大道西176号A7栋首层8卡,GDT3000-3,广东省,440000,中山市,442000,,,22.669078,113.253355,华南一区
广汽埃安中山小榄体验中心,中山市小榄镇永宁菊城大道西176号A1幢,GDT3000,广东省,440000,中山市,442000,0760-22266388,0760-22269758,22.651670,113.230755,华南一区
广汽埃安中山石岐体验中心,中山市西区彩虹大道27号,GDT0100,广东省,440000,中山市,442000,18022138501,18938709470,22.552570,113.358638,华南一区
广汽埃安中山石岐兴中展示中心,中山市石岐区凤鸣路1号（兴中广场B1座B1-1F-04号）,GDT0100-1,广东省,440000,中山市,442000,,,22.530576,113.373584,华南一区
广汽埃安中山东区大信新都汇展示中心,中山市永安一路18号附近大信新都汇,GDT3100-1,广东省,440000,中山市,442000,,,22.511927,113.359649,华南一区
广汽埃安中山东区展示中心,中山市东区长江北路361号,GDT3100,广东省,440000,中山市,442000,0760-28169589,0760-28169589,22.520041,113.404991,华南一区
广汽埃安中山南区城南体验中心,中山市南区城南四路7号,GDT0300,广东省,440000,中山市,442000,076087856396,076087856346,22.471007,113.353813,华南一区
广汽埃安中山高新火炬体验中心,广东省中山市火炬开发区江陵西路36号之三,GDT0200,广东省,440000,中山市,442000,0760-89888168,0760-89888268,22.528693,113.445985,华南一区
广汽埃安潮州潮安体验中心,潮州市潮安区浮洋镇潮汕公路乌洋路段,GDU3000,广东省,440000,潮州市,445100,0768-6802888,0768-5219333,23.597970,116.598602,华南二区
广汽埃安揭阳榕城展示中心,揭阳市榕城区榕东街道梅兜村揭阳大道和进贤门大道交汇处,GDV3000,广东省,440000,揭阳市,445200,0663-8666695,0663-8666625,23.542647,116.396784,华南二区
广汽埃安揭阳普宁体验中心,普宁市流沙东街道大华溪村广汕公路大华溪路段北侧,GDV0100,广东省,440000,揭阳市,445200,0663-2439888,0663-2708988,23.300879,116.214801,华南二区
广汽埃安云浮高峰体验中心,云浮市云城区高峰街东方村委（地号：02-02-0226）中国燃气对面,GDW0200,广东省,440000,云浮市,445300,,,22.950893,112.038517,华南一区
广汽埃安云浮宏祺新世纪展示中心,云浮市云城区环市中路188号（新世纪广场）,GDW0100-1,广东省,440000,云浮市,445300,,,22.933327,112.017562,华南一区
广汽埃安云浮云城体验中心,云浮市云城区云城街道罗沙稔塘村324国道边（01-18-0178）,GDW0100,广东省,440000,云浮市,445300,0766-8930038,0766-8930038,22.953642,112.063131,华南一区
广汽埃安南宁科兴安吉万达展示中心,南宁市西乡塘区高新大道55号（安吉万达）,GXA3100-2,广西壮族自治区,450000,南宁市,450100,,,22.875276,108.298857,华南一区
广汽埃安南宁薄荷叶展示中心,南宁市西乡塘区秀厢路天雹段5号07号门面,GXA3100,广西壮族自治区,450000,南宁市,450100,0771-3857001,0771-3231124,22.867427,108.322135,华南一区
广汽埃安南宁薄荷叶青秀万达商超展示中心,广西南宁市青秀区东葛路118号青秀万达广场1楼1012铺面,GXA3100-1,广西壮族自治区,450000,南宁市,450100,13877134465,,22.836695,108.376681,华南一区
广汽埃安南宁江南体验中心,广西壮族自治区南宁市江南区沙井大道92号,GXA0400,广西壮族自治区,450000,南宁市,450100,0771-3110996,0771-3110993,22.785512,108.258999,华南一区
广汽埃安南宁经开体验中心,广西壮族自治区南宁市江南区白沙大道55号B栋4-6号,GXA0100,广西壮族自治区,450000,南宁市,450100,0771-5883555,0771-5885095,22.776600,108.306600,华南一区
广汽埃安南宁广福万达茂展示中心,南宁市邕宁区良堤路6号（万达茂）,GXA0300-1,广西壮族自治区,450000,南宁市,450100,,,22.773832,108.438769,华南一区
广汽埃安南宁五象体验中心,中国（广西）自由贸易试验区南宁片区平乐大道19号建工大厦2号楼一层和负一层夹层,GXA0300,广西壮族自治区,450000,南宁市,450100,0771-3228686,0771-4988395,22.758025,108.389579,华南一区
广汽埃安南宁良庆体验中心,中国（广西）自由贸易试验区南宁片区东风路50号五象汽车生活广场C座,GXA0500,广西壮族自治区,450000,南宁市,450100,0771-4330868,0771-4353717,22.729043,108.355218,华南一区
广汽埃安柳州柳南体验中心,柳州市柳南区柳太路11-1号,GXB0100,广西壮族自治区,450000,柳州市,450200,0772-8253917,0772-8253917,24.334273,109.372555,华南一区
广汽埃安柳州柳南柳太保利展示中心,广西壮族自治区柳州市柳北区白沙路2号（保利广场）,GXB0100-1,广西壮族自治区,450000,柳州市,450200,,,24.343370,109.422371,华南一区
广汽埃安柳州西江万达展示中心,柳州市柳南区柳邕路263号柳南万达广场室内步行街1F层1025A号商铺,GXB3000-1,广西壮族自治区,450000,柳州市,450200,0772-2818186,0772-2818186,24.293174,109.398804,华南一区
广汽埃安桂林临桂体验中心,桂林市临桂区真龙汽车城新车管所北侧,GXC3000,广西壮族自治区,450000,桂林市,450300,0773-7978388,,25.276241,110.179164,华南一区
广汽埃安桂林灵川展示中心,广西壮族自治区桂林市八里街永业汽车城A2-6,GXC3000-2,广西壮族自治区,450000,桂林市,450300,0773-7978388,暂无,25.351069,110.302332,华南一区
广汽埃安临桂吾悦展示中心,桂林市临桂区临桂大道9号（吾悦广场）,GXC3000-1,广西壮族自治区,450000,桂林市,450300,0773-7978388,,25.253414,110.175443,华南一区
广汽埃安梧州长洲体验中心,广西梧州市长洲区长洲镇竹湾路5号,GXD0100,广西壮族自治区,450000,梧州市,450400,0774-3932288,18377456969,23.464309,111.267835,华南一区
广汽埃安北海海城体验中心,广西壮族自治区北海市海城区北部湾东路116号,GXE0100,广西壮族自治区,450000,北海市,450500,0779-2286001,0779-2286010,21.506491,109.175351,华南一区
广汽埃安钦州扬帆体验中心,钦州市钦南区扬帆大道东面、钦州市中金商贸有限公司用地南面综合城内,GXN0100,广西壮族自治区,450000,钦州市,450700,18578913723,13877796488,21.980938,108.644488,华南一区
广汽埃安贵港港北体验中心,广西壮族自治区贵港市港北区根竹乡江口村（南方混凝土搅拌站西面）,GXR0100,广西壮族自治区,450000,贵港市,450800,19875374446,19875374446,23.115671,109.552260,华南一区
广汽埃安贵港佳信汇吾悦展示中心,贵港市港北区金港大道与和平路交叉口西南侧（贵港吾悦广场）,GXR0100-1,广西壮族自治区,450000,贵港市,450800,,,23.096597,109.608322,华南一区
广汽埃安玉林万达展示中心,广西玉林市金玉路338号万达广场,GXK3000,广西壮族自治区,450000,玉林市,450900,0775-2336767,0775-2336222,22.641231,110.186594,华南一区
广汽埃安百色右江展示中心,广西百色市右江区大旺路1-3号南百汽车城5、7、8号商铺,GXL3000,广西壮族自治区,450000,百色市,451000,0776-2808886,0776-2222338,23.858738,106.669843,华南一区
广汽埃安海口南海远大购物展示中心,海口市秀英区长滨四路7号（远大购物中心北馆）,HIA0100-4,海南省,460000,海口市,460100,,,20.053444,110.198416,华南一区
广汽埃安海口美兰恩祥展示中心,海南省海口市秀英区美林路5号王府井恩祥生活广场,HIA0200-1,海南省,460000,海口市,460100,,,20.020020,110.262460,华南一区
广汽埃安海口秀英体验中心,海南省海口市秀英区椰海大道370号安骅大厦,HIA0300,海南省,460000,海口市,460100,0898-66771168,17886717696,19.977828,110.173429,华南一区
广汽埃安海口南海体验中心,海南省海口市南海大道113号,HIA0100,海南省,460000,海口市,460100,0898-66803235,0898-66800527,20.002045,110.306325,华南大区
广汽埃安海口保税展示中心,海南省海口市龙华区南海大道168号保税区戊号路高信汽车城,HIA0100-1,海南省,460000,海口市,460100,0898-66803235,0898-66800527,19.998572,110.306383,华南一区
广汽埃安海口秀英万达展示中心,海南省海口市秀英区海榆中线29号万达广场一楼A1008铺,HIA0300-1,海南省,460000,海口市,460100,0898-68614672,,19.986318,110.285779,华南一区
广汽埃安海口南海琼山大道展示中心,海口市江东新区琼山大道192号,HIA0100-2,海南省,460000,海口市,460100,0898-66803235,0898-66800527,20.020527,110.408445,华南一区
广汽埃安海口美兰体验中心,海南省海口市美兰区琼山大道232号,HIA0200,海南省,460000,海口市,460100,0898-68623366,0898-68623366,19.997890,110.418510,华南一区
广汽埃安海口南海儋州展示中心,儋州市那大镇中兴大道14号,HIA0100-5,海南省,460000,海口市,460100,,,19.524341,109.592965,华南一区
广汽埃安海口南海万宁展示中心,海南省万宁市海榆东线华宏医院西侧,HIA0100-6,海南省,460000,海口市,460100,,,18.797775,110.384385,华南一区
广汽埃安三亚迎宾路展示中心,三亚市吉阳区迎宾路清平乐西郡1-5店铺,HIB0100-1,海南省,460000,三亚市,460200,0898-88818936,0898-88818957,18.288870,109.578911,华南一区
广汽埃安三亚吉阳体验中心,海南省三亚市吉阳区诚越汽车产业园4号馆埃安店,HIB0100,海南省,460000,三亚市,460200,0898-88225818,0898-88225865,18.283253,109.574377,华南一区
广汽埃安琼海展示中心,海南省琼海市玉海南路琼海国际汽车城内B4-1馆,HIA0200-2,海南省,460000,琼海市,469002,0898-62931668,0898-62931668,19.278726,110.482472,华南一区
广汽埃安重庆两江光环展示中心,重庆市渝北区湖彩路118号（光环购物公园）,CQA0100-7,重庆市,500000,重庆市,500100,,,29.718200,106.630700,中西大区
广汽埃安重庆渝北体验中心,重庆市北部新区金渝大道99号附2号汽博中心名车广场,CQA0100,重庆市,500000,重庆市,500100,023-88566988,023-86019188,29.648390,106.579343,中西大区
广汽埃安重庆礼嘉爱琴海展示中心,重庆市两江新区金开大道1003号金开爱琴海购物公园,CQA0200-2,重庆市,500000,重庆市,500100,023-67893866,,29.648169,106.554915,中西大区
广汽埃安重庆礼嘉体验中心,重庆两江新区康美街道金渝大道28号,CQA0200,重庆市,500000,重庆市,500100,023-67883866,023-67883868,29.672773,106.516028,中西大区
广汽埃安重庆新牌坊体验中心,重庆市两江新区天宫殿街道红锦大道561号1幢1-1部分,CQA0900,重庆市,500000,重庆市,500100,89181688,89181699,29.611181,106.525994,中西大区
广汽埃安重庆观音桥茂业天地展示中心,重庆江北建新北路16号茂业天地1F,CQA0200-1,重庆市,500000,重庆市,500100,67776099,,29.583910,106.537663,中西大区
广汽埃安重庆机场路体验中心,地址无误,CQA0600,重庆市,500000,重庆市,500100,023-65952200,023-65952211,29.569000,106.558430,中西大区
广汽埃安重庆高九路源著天街展示中心,重庆市江北区龙湖源著天街A馆L1-33,CQA0300-2,重庆市,500000,重庆市,500100,,,29.605415,106.495600,中西大区
广汽埃安重庆鹅岭悦荟展示中心,重庆市江北区红盛路37号重庆悦荟购物中心,CQA0700-1,重庆市,500000,重庆市,500100,,,29.576479,106.503788,中西大区
广汽埃安重庆鹅岭体验中心,重庆市渝中区两路口街道长江一路77号第一层1#、第四层1-1#、第四层1-2#、第四层1-3#,CQA0700,重庆市,500000,重庆市,500100,133302281189,18983956875,29.551836,106.535930,中西大区
广汽埃安重庆南坪协信星光展示中心,重庆南坪协信星光时代广场L3,CQA0100-3,重庆市,500000,重庆市,500100,023-88566988,023-86019188,29.528897,106.578201,中西大区
广汽埃安重庆二郎时代天街城展示中心,重庆市渝中区大坪龙湖时代天街C馆-UG层-20A,CQA0500-1,重庆市,500000,重庆市,500100,,,29.541670,106.519100,中西大区
广汽埃安重庆九龙坡体验中心,重庆市九龙坡区经纬大道1099号,CQA0300,重庆市,500000,重庆市,500100,023-68826333,023-68825333,29.550311,106.493831,中西大区
广汽埃安重庆南坪体验中心,重庆市南岸区南坪镇白鹤路工业园区1号金菱车世界联合厂房附37号,CQA0800,重庆市,500000,重庆市,500100,023-88323999,023-88323666,29.516797,106.564326,中西大区
广汽埃安重庆杨家坪西城天街展示中心,重庆市九龙坡区杨家坪街道龙湖西城天街X馆L1-33,CQA0300-1,重庆市,500000,重庆市,500100,,,29.516629,106.523791,中西大区
广汽埃安重庆二郎体验中心,重庆市九龙坡区二郎火炬大道101号,CQA0500,重庆市,500000,重庆市,500100,023- 88109898,023- 88109868,29.509780,106.474300,中西大区
广汽埃安重庆龙洲体验中心,重庆市巴南区八公里渝南分流道2897号1-1,CQA0400,重庆市,500000,重庆市,500100,023-62190606,023-62192277,29.467739,106.552040,中西大区
广汽埃安重庆两江璧山中央大街展示中心,重庆市璧山区红宇大道23号附162号,CQA0100-6,重庆市,500000,重庆市,500100,,,29.582299,106.229127,中西大区
广汽埃安重庆两江江津美邻汇展示中心,重庆市江津区德泽路21号金科美邻汇L1层124号,CQA0100-4,重庆市,500000,重庆市,500100,,,29.315922,106.261650,中西大区
广汽埃安重庆两江南川万达展示中心,重庆市南川区西城街道办事处渝南大道15号南川万达1A050,CQA0100-5,重庆市,500000,重庆市,500100,,,29.159817,107.090576,中西大区
广汽埃安重庆万州展示中心,重庆市万州区经开大道66号,CQA0100-1,重庆市,500000,重庆市,500100,023-58008189,023-86009718,30.742342,108.361128,中西大区
广汽埃安重庆万州北滨大道展示中心,万州区经开大道66号,CQA3000,重庆市,500000,重庆市,500100,18723772130,023-58008180,30.742342,108.361128,中西大区
广汽埃安重庆龙洲开州融创展示中心,重庆市开州区三中路东150米（融创假日国际）,CQA0400-1,重庆市,500000,重庆市,500100,,,31.188089,108.430734,中西大区
广汽埃安成都高新龙泉驿万达展示中心,四川省成都市龙泉驿区创业北路8号（龙泉驿万达） ,SCA0200-2,四川省,510000,成都市,510100,,,30.569163,104.267471,中西大区
广汽埃安成都龙泉驿体验中心,四川省成都经济技术开发区（龙泉驿区）南二路566号,SCA0600,四川省,510000,成都市,510100,028-67155009,028-61002089,30.559302,104.197541,中西大区
广汽埃安成都金牛凯德魅力城展示中心,成都市成华区万科路（凯德魅力城）,SCA0300-2,四川省,510000,成都市,510100,,,30.629564,104.149763,中西大区
广汽埃安成都成华体验中心,四川省成都市成华区东三环路二段85号,SCA0400,四川省,510000,成都市,510100,13408531577,028-85589013,30.691873,104.169360,中西大区
广汽埃安成都锦江体验中心,成都市锦江区皇经楼路汽车产业园,SCA0100,四川省,510000,成都市,510100,028-6873 8626,028-68738655,30.594846,104.116570,中西大区
广汽埃安成都长缘远大购物展示中心,成都市高新区天府大道南段255号（远大购物中心）,SCA0100-2,四川省,510000,成都市,510100,,,30.531565,104.068318,中西大区
广汽埃安成都金牛招商大魔方展示中心,成都市武侯区天府大道北段1777号（招商大魔方）,SCA0300-3,四川省,510000,成都市,510100,,,30.580270,104.077174,中西大区
广汽埃安成都新都旭辉展示中心,四川省成都市新都区育英路1088号新都旭辉广场1栋附115号,SCA0500-3,四川省,510000,成都市,510100,028-85615366,028-85615399,30.804758,104.184958,中西大区
广汽埃安成都长缘泛悦广场展示中心,成都市成华区昭觉寺南路160号（泛悦城市广场 ）,SCA0100-1,四川省,510000,成都市,510100,,,30.709832,104.108142,中西大区
广汽埃安成都机场路体验中心,成都市高新区新园南一路2号,SCA0200,四川省,510000,成都市,510100,028-85177979,028-67137979,30.603821,104.047106,中西大区
广汽埃安成都益新体验中心,成都市高新区火车南站西路1688号1栋1层1号,SCA0110,四川省,510000,成都市,510100,028-85189111,028-85178383,30.596195,104.035878,中西大区
广汽埃安成都成华保利大都汇展示中心,四川省成都市新都区大天路700号1楼15号 ,SCA0400-4,四川省,510000,成都市,510100,,,30.759081,104.081494,中西大区
广汽埃安成都北星体验中心,四川省成都市新都区大丰街道大天路1000号1栋1-3层01号,SCA0700,四川省,510000,成都市,510100,028-62237990,028-62237980,30.764958,104.071232,中西大区
广汽埃安成都武侯武兴体验中心,四川省成都市武侯区簇桥街道武兴路588号1栋1号,SCA0800,四川省,510000,成都市,510100,028-63283777,028-63283666,30.623477,103.977226,中西大区
广汽埃安成都空港体验中心,四川省成都市双流区东升街道商都路612号1栋1层2号,SCA0900,四川省,510000,成都市,510100,02885156600,02885156600,30.601303,103.945924,中西大区
广汽埃安成都城南成新蒲体验中心,四川省成都市双流区九江街道马家寺7组202号1栋1-1号,SCA0500,四川省,510000,成都市,510100,028-85615366,028-85615399,30.631445,103.957752,中西大区
广汽埃安青羊万达商超展示中心,青羊区日月大道一段978号,SCA0600-2,四川省,510000,成都市,510100,,,30.682280,103.978342,中西大区
广汽埃安成都羊西线体验中心,成都市金牛区蜀西路52号,SCA0300,四川省,510000,成都市,510100,028-82990000,028-82080088,30.724537,103.993587,中西大区
广汽埃安成都城南优品道展示中心,成都市双流区双楠大道白衣上街大道177号城南优品道商场C104商,SCA0500-1,四川省,510000,成都市,510100,028-85615366,028-85615399,30.601823,103.919222,中西大区
广汽埃安自贡贡井体验中心,自贡市贡井区工业开发区C2-02,SCC0100,四川省,510000,自贡市,510300,,,29.336223,104.755071,中西大区
广汽埃安自贡贡井万达展示中心,自贡市自流井区汇川路1699号（万达广场）,SCC0100-1,四川省,510000,自贡市,510300,,,29.331991,104.746369,中西大区
广汽埃安攀枝花花城体验中心,四川省攀枝花市仁和区天宇路83号,SCD0100,四川省,510000,攀枝花市,510400,0812-8880977,0812-6626698,26.534735,101.736544,中西大区
广汽埃安泸州纳溪体验中心,四川省泸州市纳溪区蓝安路三段237号,SCE0100,四川省,510000,泸州市,510500,0830-2886877,0830-2886233,28.832302,105.412802,中西大区
广汽埃安德阳旌阳万达展示中心,四川省德阳市旌阳区庐山北路一段8号德阳万达广场13号楼室内步行街1楼1037号,SCF3000,四川省,510000,德阳市,510600,0838-2538666,0838-2538666,31.164518,104.419079,中西大区
广汽埃安绵阳经开体验中心,四川省绵阳市经开区绵州大道中段6号,SCB0100,四川省,510000,绵阳市,510700,0816-2219111,0816-2219222,31.424063,104.779361,中西大区
广汽埃安绵阳车博汇体验中心,绵阳市高新区辽宁大道汽车博览园新能源汽车城1楼,SCB3100,四川省,510000,绵阳市,510700,0816-2111966,18190000944,31.470112,104.627157,中西大区
广汽埃安广元昭化体验中心,四川省广元市昭化区泉坝村一组,SCH0100,四川省,510000,广元市,510800,0839-3388868,0839-3388868,32.329618,105.969419,中西大区
